	sub_clusters_manual
16-2020622-2021063	unassigned
16-2026951-2027488	unassigned
16-2077055-2077305	unassigned
16-2079546-2079745	unassigned
16-2080939-2081807	sub_clust_5
16-2128096-2128593	unassigned
16-2133009-2133294	unassigned
16-2203078-2203277	unassigned
16-2215315-2215778	unassigned
16-2216051-2217242	unassigned
16-2218667-2218955	unassigned
16-2233912-2234111	unassigned
16-2236338-2236604	unassigned
16-2236846-2237071	sub_clust_0
16-2275616-2276820	unassigned
16-2305572-2306150	unassigned
16-2312151-2312795	unassigned
16-2314023-2314313	unassigned
16-2338635-2339307	unassigned
16-2470685-2470886	unassigned
16-2534535-2534936	unassigned
16-2607469-2607869	sub_cluster_4
16-2643836-2644164	unassigned
16-2674380-2674806	unassigned
16-2697171-2697833	unassigned
16-2711617-2712778	unassigned
16-2720717-2721847	sub_clust_3
16-2734899-2735746	unassigned
16-2741852-2742084	unassigned
16-2775897-2776449	unassigned
16-2780532-2781303	unassigned
16-2784736-2785238	unassigned
16-2792255-2792475	unassigned
16-2807104-2808299	unassigned
16-2817061-2817447	sub_clust_1
16-2936149-2936534	sub_clust_0
16-2939134-2939743	unassigned
16-2939909-2940482	sub_cluster_4
16-2942501-2942944	sub_clust_0
16-2955122-2955898	sub_clust_5
16-2971299-2971965	unassigned
16-2994429-2994840	unassigned
16-3116474-3116733	unassigned
16-3122920-3123866	unassigned
16-3131830-3132037	unassigned
16-3190275-3190618	unassigned
16-3191735-3192326	unassigned
16-3221303-3221502	unassigned
16-3265214-3266992	unassigned
16-3284804-3285003	unassigned
16-3286718-3286949	unassigned
16-3303962-3304196	unassigned
16-3304880-3305099	unassigned
16-3308083-3308604	unassigned
16-3315691-3316279	unassigned
16-3326601-3326950	unassigned
16-3349935-3350925	unassigned
16-3366900-3367138	unassigned
16-3385524-3386602	unassigned
16-3397686-3398511	sub_clust_2
16-3415649-3415966	unassigned
16-3438302-3438767	unassigned
16-3480635-3481280	unassigned
16-3492410-3492983	unassigned
16-3519185-3519862	unassigned
16-3533557-3534011	unassigned
16-3542008-3542388	unassigned
16-3542913-3543403	unassigned
16-3561891-3562095	unassigned
16-3567028-3567658	unassigned
16-3584848-3585239	unassigned
16-3596872-3597959	unassigned
16-3606868-3607148	unassigned
16-3608557-3608909	unassigned
16-3621053-3621252	unassigned
16-3660874-3661457	unassigned
16-3663061-3663702	unassigned
16-3664167-3665447	unassigned
16-3739854-3740424	unassigned
16-3749108-3749437	unassigned
16-3751037-3751519	sub_clust_0
16-3756781-3757321	unassigned
16-3772839-3773415	unassigned
16-3776321-3776978	unassigned
16-3803673-3804180	sub_clust_0
16-3821980-3822242	unassigned
16-3878085-3879140	unassigned
16-3883725-3884882	unassigned
16-3908273-3908624	unassigned
16-3937036-3937702	sub_clust_0
16-3942236-3943117	unassigned
16-3947356-3948367	sub_clust_3
16-3961204-3961724	unassigned
16-3962777-3963836	sub_clust_3
16-3972249-3972465	unassigned
16-4029339-4029584	unassigned
16-4035483-4036231	sub_cluster_4
16-4039858-4040103	unassigned
16-4043360-4043685	unassigned
16-4087335-4088134	unassigned
16-4100358-4100730	sub_clust_0
16-4102250-4102601	unassigned
16-4110384-4110793	unassigned
16-4142779-4143100	unassigned
16-4218912-4219222	unassigned
16-4224133-4224608	unassigned
16-4232936-4233401	unassigned
16-4246960-4247501	unassigned
16-4248174-4248458	unassigned
16-4265372-4265696	unassigned
16-4289019-4289432	unassigned
16-4344412-4345880	unassigned
16-4383075-4384230	unassigned
16-4395971-4396847	sub_clust_1
16-4437062-4437358	unassigned
16-4492543-4493092	unassigned
16-4502081-4502848	unassigned
16-4536611-4537587	unassigned
16-4570394-4571028	sub_clust_3
16-4575282-4576110	unassigned
16-4582236-4582474	unassigned
16-4582798-4583236	unassigned
16-4623867-4624216	unassigned
16-4660281-4661024	unassigned
16-4680881-4681810	unassigned
16-4755192-4755922	sub_clust_3
16-4760554-4762032	sub_cluster_4
16-4791307-4791591	unassigned
16-4879685-4880005	unassigned
16-4929113-4929652	unassigned
16-4948067-4948530	unassigned
16-4959281-4959959	unassigned
16-4990096-4990380	unassigned
16-5011506-5012374	unassigned
16-5017043-5017286	sub_clust_3
16-5019242-5019915	sub_clust_0
16-5034022-5035564	unassigned
16-5067797-5068880	unassigned
16-5125920-5126589	unassigned
16-5160960-5161740	unassigned
16-5182017-5182789	unassigned
16-5211031-5211712	unassigned
16-5227254-5227471	unassigned
16-5232307-5233010	unassigned
16-5268602-5269825	unassigned
16-5296846-5297755	unassigned
16-5304303-5304895	unassigned
16-5313753-5314081	unassigned
16-5326088-5326963	sub_clust_2
16-5358202-5358769	unassigned
16-5383406-5383805	unassigned
16-5414322-5414679	unassigned
16-5427972-5428517	unassigned
16-5446494-5446693	unassigned
16-5454697-5455413	unassigned
16-5473295-5473494	unassigned
16-5494937-5495269	unassigned
16-5518990-5519774	unassigned
16-5524185-5525573	unassigned
16-5545252-5545451	unassigned
16-5625240-5626076	unassigned
16-5668181-5669758	unassigned
16-5709973-5710638	sub_clust_0
16-5831275-5831685	unassigned
16-5838516-5839669	unassigned
16-5855138-5855339	unassigned
16-5942146-5942965	unassigned
16-6043705-6044514	unassigned
16-6088761-6089136	unassigned
16-6099406-6099951	sub_clust_0
16-6120890-6122330	unassigned
16-6141278-6141794	unassigned
16-6163469-6163799	unassigned
16-6199127-6199841	unassigned
16-6325519-6326824	unassigned
16-6395179-6396128	unassigned
16-6401392-6402320	unassigned
16-6408666-6409339	sub_clust_2
16-6415783-6416337	unassigned
16-6491315-6491520	unassigned
16-6504153-6505097	sub_clust_2
16-6512533-6512754	unassigned
16-6548397-6550101	sub_clust_3
16-6561906-6562435	unassigned
16-6665466-6665808	unassigned
16-6676869-6677676	unassigned
16-6697567-6697766	unassigned
16-6700681-6701279	unassigned
16-6770185-6770629	unassigned
16-6797121-6797320	unassigned
16-6800732-6801038	unassigned
16-6810719-6811189	unassigned
16-6823305-6823506	unassigned
16-6917057-6917397	unassigned
16-6999740-7000999	unassigned
16-7017531-7018310	unassigned
16-7034826-7035480	sub_clust_5
16-7186317-7186856	unassigned
16-7249520-7249865	unassigned
16-7259954-7260520	unassigned
16-7275563-7276663	unassigned
16-7290563-7290947	unassigned
16-7346737-7347825	unassigned
16-7372367-7373019	sub_cluster_4
16-7487424-7488391	unassigned
16-7577517-7578023	unassigned
16-7600557-7600842	unassigned
16-7637497-7637696	unassigned
16-7755739-7756400	unassigned
16-7779515-7780565	unassigned
16-7795601-7796463	unassigned
16-7799211-7799628	sub_clust_2
16-7822847-7823142	unassigned
16-7836011-7837277	unassigned
16-7840086-7840355	unassigned
16-7841998-7842278	unassigned
16-7855925-7856189	sub_clust_1
16-7871732-7872370	unassigned
16-7872597-7873370	sub_clust_1
16-7912923-7913313	unassigned
16-7938758-7940258	unassigned
16-7946819-7947416	unassigned
16-7952857-7953142	unassigned
16-7973384-7974380	sub_clust_0
16-8000684-8000917	unassigned
16-8068239-8069439	sub_clust_2
16-8141936-8142183	unassigned
16-8168231-8168653	unassigned
16-8190632-8191165	unassigned
16-8222998-8223376	unassigned
16-8223581-8224467	unassigned
16-8232194-8233197	unassigned
16-8251375-8252270	unassigned
16-8266604-8267041	unassigned
16-8283181-8283395	unassigned
16-8289725-8290040	unassigned
16-8334905-8335721	unassigned
16-8409763-8409974	unassigned
16-8459075-8459555	unassigned
16-8464710-8465224	unassigned
16-8472282-8472632	unassigned
16-8472646-8472845	unassigned
16-8473138-8473740	unassigned
16-8473994-8474574	unassigned
16-8479688-8481521	unassigned
16-8557055-8557362	unassigned
16-8591702-8592440	unassigned
16-8602561-8602988	unassigned
16-8624547-8625438	unassigned
16-8656620-8656914	unassigned
16-8669568-8669994	unassigned
16-8704571-8705789	sub_clust_2
16-8772867-8773502	unassigned
16-8784878-8785137	unassigned
16-8850528-8850949	unassigned
16-8862121-8862691	unassigned
16-8894506-8895179	unassigned
16-8896126-8896541	unassigned
16-8896908-8897828	unassigned
16-8910979-8911612	sub_clust_1
16-8973408-8973991	sub_clust_1
16-9023065-9023547	unassigned
16-9049712-9050296	unassigned
16-9058374-9058766	unassigned
16-9083369-9083785	unassigned
16-9087264-9087505	unassigned
16-9109014-9109545	unassigned
16-9116495-9116861	unassigned
16-9163407-9163824	unassigned
16-9172664-9173132	unassigned
16-9182005-9182550	unassigned
16-9204197-9205791	sub_clust_2
16-9214378-9214677	unassigned
16-9245423-9246177	unassigned
16-9265113-9265401	unassigned
16-9274466-9274665	unassigned
16-9287771-9288070	unassigned
16-9295298-9295541	unassigned
16-9330278-9330868	sub_clust_0
16-9340416-9340763	unassigned
16-9349694-9349973	unassigned
16-9355952-9356490	sub_clust_3
16-9359025-9359561	unassigned
16-9373582-9374304	sub_clust_5
16-9391285-9391739	unassigned
16-9537758-9538239	sub_clust_2
16-9549751-9550055	unassigned
16-9602410-9602614	unassigned
16-9651937-9652174	unassigned
16-9721782-9722705	sub_clust_2
16-9817829-9818765	unassigned
16-9867562-9869544	unassigned
16-9873868-9874793	unassigned
16-9911880-9912668	unassigned
16-9923573-9923972	unassigned
16-10011600-10011799	unassigned
16-10022533-10023154	unassigned
16-10081621-10082091	unassigned
16-10090351-10090802	sub_cluster_4
16-10096173-10096834	unassigned
16-10100537-10101776	unassigned
16-10206411-10206862	unassigned
16-10300425-10300749	unassigned
16-10337371-10338057	unassigned
16-10369600-10369799	unassigned
16-10525847-10526428	unassigned
16-10561049-10562647	unassigned
16-10583286-10585053	unassigned
16-10676940-10677504	sub_cluster_4
16-10698297-10698989	sub_clust_3
16-10701522-10701869	sub_clust_1
16-10718135-10718997	unassigned
16-10719808-10720335	unassigned
16-10739257-10739474	unassigned
16-10760009-10760462	unassigned
16-10807103-10807566	unassigned
16-10810215-10810691	unassigned
16-10880282-10881394	unassigned
16-10889029-10889416	unassigned
16-10929941-10930714	unassigned
16-10942236-10942842	unassigned
16-11021949-11022946	unassigned
16-11038667-11040095	unassigned
16-11088880-11090245	unassigned
16-11104986-11105781	unassigned
16-11123985-11124681	unassigned
16-11157607-11157892	unassigned
16-11220944-11221817	unassigned
16-11251599-11252427	unassigned
16-11256554-11257288	unassigned
16-11269853-11270705	sub_cluster_4
16-11282693-11283628	unassigned
16-11326796-11327199	unassigned
16-11382927-11383426	unassigned
16-11417348-11418028	unassigned
16-11503352-11503735	unassigned
16-11509024-11509801	unassigned
16-11544272-11544747	unassigned
16-11546387-11546613	unassigned
16-11547923-11548258	sub_clust_1
16-11596298-11596608	unassigned
16-11616229-11616743	unassigned
16-11641044-11641770	unassigned
16-11647231-11648250	sub_clust_2
16-11765172-11765505	unassigned
16-11792646-11792852	unassigned
16-11800651-11802092	unassigned
16-11838194-11838393	unassigned
16-11869368-11869648	unassigned
16-11871701-11872634	sub_clust_1
16-11899747-11900023	unassigned
16-11903436-11904487	sub_clust_1
16-12032334-12032533	unassigned
16-12085206-12085616	unassigned
16-12107926-12108267	unassigned
16-12131802-12132414	unassigned
16-12158029-12158925	unassigned
16-12202062-12202373	unassigned
16-12224547-12224746	sub_clust_1
16-12225018-12225371	unassigned
16-12248614-12248944	unassigned
16-12296379-12296657	unassigned
16-12368476-12368881	unassigned
16-12397060-12397817	unassigned
16-12408188-12409550	unassigned
16-12516768-12517546	unassigned
16-12526983-12527688	sub_clust_0
16-12545515-12546309	unassigned
16-12655408-12655975	unassigned
16-12671096-12671384	unassigned
16-12677645-12678379	unassigned
16-12726562-12727105	unassigned
16-12742001-12742855	unassigned
16-12795303-12795692	unassigned
16-12828074-12829068	unassigned
16-12898360-12898788	unassigned
16-12909002-12910226	unassigned
16-12918944-12919590	unassigned
16-12928332-12929003	sub_clust_2
16-12932083-12932425	unassigned
16-12936237-12936738	unassigned
16-12946776-12946989	unassigned
16-12991629-12992449	sub_clust_5
16-12993075-12993558	sub_clust_0
16-13005859-13006636	sub_clust_5
16-13014191-13014464	unassigned
16-13020393-13020592	unassigned
16-13029624-13030099	unassigned
16-13048959-13049688	unassigned
16-13200985-13201890	unassigned
16-13203237-13203571	sub_clust_2
16-13219402-13219982	sub_clust_3
16-13253888-13254122	unassigned
16-13269050-13269391	unassigned
16-13287835-13288222	unassigned
16-13331314-13332301	unassigned
16-13349460-13349924	unassigned
16-13414008-13414839	sub_clust_0
16-13513166-13513443	unassigned
16-13547567-13548423	unassigned
16-13553122-13554370	unassigned
16-13570979-13572017	unassigned
16-13592249-13592539	unassigned
16-13659103-13659986	unassigned
16-13718628-13719631	unassigned
16-13729411-13730255	unassigned
16-13734176-13734415	unassigned
16-13763680-13763915	unassigned
16-13789509-13789905	unassigned
16-13911378-13911885	unassigned
16-13912159-13913332	unassigned
16-13918081-13918931	unassigned
16-13920804-13921838	unassigned
16-13928957-13929161	unassigned
16-13938869-13939384	unassigned
16-13941541-13942124	unassigned
16-13953574-13953781	unassigned
16-13975013-13975212	unassigned
16-13979492-13979869	unassigned
16-13980054-13980365	unassigned
16-14004722-14005443	unassigned
16-14005566-14006170	unassigned
16-14016117-14016972	unassigned
16-14073436-14074973	unassigned
16-14101514-14101979	unassigned
16-14103704-14103946	unassigned
16-14136410-14136919	unassigned
16-14204454-14204847	unassigned
16-14207590-14207789	unassigned
16-14255596-14255997	unassigned
16-14277258-14277496	unassigned
16-14301981-14302509	sub_clust_1
16-14338670-14339073	unassigned
16-14351562-14352149	unassigned
16-14378657-14379401	unassigned
16-14395170-14395933	unassigned
16-14397635-14398204	unassigned
16-14484338-14484567	sub_clust_0
16-14521439-14522302	unassigned
16-14566696-14567062	sub_clust_0
16-14594751-14595136	unassigned
16-14637742-14639450	unassigned
16-14651468-14651667	unassigned
16-14651757-14652153	unassigned
16-14676354-14677370	unassigned
16-14764229-14764894	sub_clust_5
16-14803523-14803773	unassigned
16-14844110-14844386	unassigned
16-14844631-14845064	unassigned
16-14877490-14878177	unassigned
16-14919177-14919456	unassigned
16-14919806-14920005	unassigned
16-14975086-14977513	unassigned
16-14996676-14997681	unassigned
16-15009530-15010079	unassigned
16-15023225-15024051	unassigned
16-15028091-15028642	sub_clust_0
16-15034147-15034940	sub_clust_0
16-15044448-15045516	unassigned
16-15052992-15053224	unassigned
16-15066343-15066542	unassigned
16-15068298-15069108	sub_clust_1
16-15070932-15071674	sub_clust_2
16-15119692-15119981	unassigned
16-15126117-15126576	unassigned
16-15152730-15153109	unassigned
16-15221911-15222891	unassigned
16-15252093-15252292	unassigned
16-15279133-15279928	unassigned
16-15342155-15342570	unassigned
16-15366900-15367209	unassigned
16-15368702-15369720	unassigned
16-15398793-15399383	unassigned
16-15401656-15402458	unassigned
16-15431118-15431930	unassigned
16-15434300-15435690	unassigned
16-15482891-15483482	unassigned
16-15537878-15538077	unassigned
16-15548473-15549519	unassigned
16-15573791-15574064	unassigned
16-15596223-15597050	sub_clust_1
16-15609594-15609958	unassigned
16-15632857-15633256	unassigned
16-15651467-15651739	unassigned
16-15659208-15660052	unassigned
16-15697670-15698096	unassigned
16-15703907-15705437	unassigned
16-15730368-15730657	unassigned
16-15768605-15768922	unassigned
16-15805103-15805462	unassigned
16-15814114-15814457	unassigned
16-15814502-15815397	unassigned
16-15821133-15821663	unassigned
16-15851484-15852271	unassigned
16-15861097-15861521	unassigned
16-15899113-15899312	unassigned
16-16000506-16000705	unassigned
16-16038690-16040238	unassigned
16-16052482-16052964	unassigned
16-16078525-16078819	unassigned
16-16099874-16100270	unassigned
16-16103416-16104134	sub_clust_0
16-16163510-16163717	unassigned
16-16173937-16174249	unassigned
16-16204133-16204498	unassigned
16-16206052-16206493	unassigned
16-16221222-16221850	sub_clust_5
16-16266634-16266943	unassigned
16-16359838-16360046	unassigned
16-16397663-16398164	unassigned
16-16449554-16449865	unassigned
16-16454708-16454975	unassigned
16-16528035-16528268	unassigned
16-16546650-16547495	unassigned
16-16611017-16611445	unassigned
16-16628220-16628419	unassigned
16-16639949-16641652	unassigned
16-16648049-16648446	unassigned
16-16668462-16668854	unassigned
16-16698703-16700145	unassigned
